Car.v,DistanceKm,Driver.Brake,Driver.Gas,Driver.GearNo,Fefficiency,FullBatteryCapacity,PT.BattHV.Energy,Time,Time.Global,UsedCapacity,Vhcl.Wind.vx,Vhcl.Wind.vy,Vhcl.Wind.vz,target
0.0,0.0,0.0,0.0,0,-2147483648,14,9.8,0,0.624,4.2,0,0,0,46.426963
0.40707813,0.000103349,0.0,1.0,0,40640218,14,9.7998759,1,1.624,4.2001237,0,0,0,46.426963
1.4260804,0.00101532,0.0,1.0,0,4137461,14,9.7991518,2,2.624,4.2008471,0,0,0,46.426963
2.4568261,0.002956343,0.0,1.0,0,1421417,14,9.7977998,3,3.624,4.2021985,0,0,0,46.426963
3.4862748,0.00592751,0.0,1.0,0,709263,14,9.795828,4,4.624,4.2041697,0,0,0,46.426963
4.5124279,0.009927165,0.0,0.98464328,0,423760,14,9.7932566,5,5.624,4.2067406,0,0,0,46.426963
5.3825474,0.014900855,0.0,0.73296253,0,282482,14,9.7907667,6,6.624,4.2092309,0,0,0,46.426963
5.8791784,0.020564266,0.0,0.4142773,0,204763,14,9.7891949,7,7.624,4.2108038,0,0,0,46.426963
5.9901991,0.026528225,0.0,0.13171443,0,158746,14,9.7887346,8,8.624,4.2112651,0,0,0,46.426963
5.8499165,0.032459601,0.0,0.024312323,0,129734,14,9.7888609,9,9.624,4.2111393,0,0,0,46.426963
5.6760464,0.038220483,0.0,0.045414046,0,110178,14,9.7889403,10,10.624,4.2110598,0,0,0,46.426963
5.5497466,0.043828222,0.0,0.09533449,0,96083,14,9.7888439,11,11.624,4.211156,0,0,0,46.426963
5.4866334,0.049341451,0.0,0.14353564,0,85352,14,9.7885627,12,12.624,4.211437,0,0,0,46.426963
5.4742588,0.054818521,0.0,0.17638535,0,76832,14,9.7881511,13,13.624,4.2118485,0,0,0,46.426963
5.4915702,0.060299836,0.0,0.19199784,0,69856,14,9.7876711,14,14.624,4.2123284,0,0,0,46.426963
5.5192399,0.06580501,0.0,0.19439886,0,64019,14,9.7871733,15,15.624,4.2128262,0,0,0,46.426963
5.5447065,0.071337511,0.0,0.18934282,0,59061,14,9.7866881,16,16.624,4.2133114,0,0,0,46.426963
5.5615077,0.076891445,0.0,0.18136212,0,54801,14,9.7862299,17,17.624,4.2137697,0,0,0,46.426963
5.5687298,0.082457284,0.0,0.17438411,0,51107,14,9.7857979,18,18.624,4.2142016,0,0,0,46.426963
5.5688187,0.088026515,0.0,0.16996804,0,47878,14,9.7853839,19,19.624,4.2146157,0,0,0,46.426963
5.5651002,0.093593661,0.0,0.16816464,0,45035,14,9.7849781,20,20.624,4.2150215,0,0,0,46.426963
5.5603981,0.099156407,0.0,0.1682089,0,42512,14,9.7845734,21,21.624,4.2154262,0,0,0,46.426963
5.5564507,0.10471472,0.0,0.16928896,0,40260,14,9.7841656,22,22.624,4.215834,0,0,0,46.426963
5.554081,0.11026985,0.0,0.17065035,0,38235,14,9.7837529,23,23.624,4.2162467,0,0,0,46.426963
5.5532522,0.1158234,0.0,0.17174056,0,36405,14,9.783336,24,24.624,4.2166636,0,0,0,46.426963
5.553486,0.12137671,0.0,0.17237484,0,34743,14,9.7829166,25,25.624,4.217083,0,0,0,46.426963
5.5542266,0.12693054,0.0,0.17258433,0,33226,14,9.782496,26,26.624,4.2175035,0,0,0,46.426963
5.5550425,0.13248518,0.0,0.17251456,0,31836,14,9.7820756,27,27.624,4.217924,0,0,0,46.426963
5.5556823,0.13804057,0.0,0.17228717,0,30558,14,9.7816559,28,28.624,4.2183437,0,0,0,46.426963
5.5560435,0.14359645,0.0,0.1720288,0,29379,14,9.7812371,29,29.624,4.2187625,0,0,0,46.426963
5.5561524,0.14915257,0.0,0.17182144,0,28287,14,9.7808191,30,30.624,4.2191805,0,0,0,46.426963
5.5560934,0.1547087,0.0,0.17169087,0,27274,14,9.7804017,31,31.624,4.2195979,0,0,0,46.426963
5.5559577,0.16026473,0.0,0.17163025,0,26331,14,9.7799845,32,32.624,4.2200151,0,0,0,46.426963
5.5558158,0.16582061,0.0,0.1716167,0,25451,14,9.7795674,33,33.624,4.2204322,0,0,0,46.426963
5.555708,0.17137637,0.0,0.17162351,0,24629,14,9.7791503,34,34.624,4.2208493,0,0,0,46.426963
5.5556487,0.17693205,0.0,0.17163172,0,23858,14,9.7787332,35,35.624,4.2212664,0,0,0,46.426963
5.5556328,0.18248768,0.0,0.17162872,0,23134,14,9.7783161,36,36.624,4.2216835,0,0,0,46.426963
5.5556474,0.18804332,0.0,0.17163769,0,22452,14,9.777899,37,37.624,4.2221006,0,0,0,46.426963
5.5556935,0.19359899,0.0,0.1715895,0,21810,14,9.7774821,38,38.624,4.2225175,0,0,0,46.426963
5.5557161,0.1991547,0.0,0.17153843,0,21204,14,9.7770653,39,39.624,4.2229343,0,0,0,46.426963
5.5557161,0.20471042,0.0,0.17149372,0,20630,14,9.7766487,40,40.624,4.2233509,0,0,0,46.426963
5.555701,0.21026613,0.0,0.17145795,0,20087,14,9.7762322,41,41.624,4.2237674,0,0,0,46.426963
5.5556793,0.21582182,0.0,0.1714304,0,19572,14,9.7758158,42,42.624,4.2241837,0,0,0,46.426963
5.5556576,0.22137749,0.0,0.17140881,0,19083,14,9.7753996,43,43.624,4.2246,0,0,0,46.426963
5.5556379,0.22693313,0.0,0.1713922,0,18617,14,9.7749834,44,44.624,4.2250162,0,0,0,46.426963
5.5556162,0.23248876,0.0,0.17138353,0,18174,14,9.7745672,45,45.624,4.2254323,0,0,0,46.426963
5.5555838,0.23804436,0.0,0.17138905,0,17752,14,9.7741511,46,46.624,4.2258485,0,0,0,46.426963
5.5555244,0.24359992,0.0,0.17142485,0,17349,14,9.7737349,47,47.624,4.2262647,0,0,0,46.426963
5.5553922,0.24915539,0.0,0.17153562,0,16964,14,9.7733183,48,48.624,4.2266813,0,0,0,46.426963
5.5551514,0.25471068,0.0,0.17176922,0,16595,14,9.772901,49,49.624,4.2270985,0,0,0,46.426963
5.5538052,0.26026533,0.0,0.17288795,0,16243,14,9.7724809,50,50.624,4.2275187,0,0,0,46.426963
5.5531897,0.26581845,0.0,0.17404551,0,15905,14,9.7720552,51,51.624,4.2279443,0,0,0,46.426963
5.5567434,0.27137328,0.0,0.17243838,0,15581,14,9.7716333,52,52.624,4.2283663,0,0,0,46.426963
5.5586786,0.27693128,0.0,0.17080257,0,15270,14,9.7712182,53,53.624,4.2287813,0,0,0,46.426963
5.5615263,0.28249101,0.0,0.16812776,0,14971,14,9.77081,54,54.624,4.2291896,0,0,0,46.426963
5.5643157,0.28805432,0.0,0.16426772,0,14683,14,9.770416,55,55.624,4.2295836,0,0,0,46.426963
5.5611563,0.29361757,0.0,0.16354371,0,14406,14,9.7700278,56,56.624,4.2299718,0,0,0,46.426963
5.5521961,0.29917468,0.0,0.1674963,0,14140,14,9.7696302,57,57.624,4.2303694,0,0,0,46.426963
5.5393244,0.30472067,0.0,0.17715254,0,13884,14,9.7692038,58,58.624,4.2307958,0,0,0,46.426963
5.5250882,0.31025286,0.0,0.19215888,0,13638,14,9.7687293,59,59.624,4.2312702,0,0,0,46.426963
5.5132242,0.31577166,0.0,0.21055814,0,13401,14,9.7681933,60,60.624,4.2318061,0,0,0,46.426963
5.5738653,0.32129439,0.0,0.4504729,0,13174,14,9.7671857,61,61.624,4.232813,0,0,0,46.426963
6.2783343,0.32715744,0.0,1.0,0,12948,14,9.7636604,62,62.624,4.2363356,0,0,0,46.426963
7.1936102,0.33389495,0.0,1.0,0,12700,14,9.759419,63,63.624,4.2405765,0,0,0,46.426963
8.0838683,0.34153542,0.0,1.0,0,12430,14,9.7546665,64,64.624,4.2453285,0,0,0,46.426963
8.9471609,0.35005282,0.0,1.0,0,12142,14,9.7494094,65,65.624,4.2505851,0,0,0,46.426963
9.7820152,0.35941941,0.0,1.0,0,11842,14,9.7436594,66,66.624,4.2563346,0,0,0,46.426963
10.587462,0.36960622,0.0,1.0,0,11532,14,9.7374313,67,67.624,4.2625623,0,0,0,46.426963
