#Name	Car.v	DistanceKm	Driver.Brake	Driver.Gas	Driver.GearNo	Fefficiency	FullBatteryCapacity	PT.BattHV.Energy	Time	Time.Global	UsedCapacity	Vhcl.Wind.vx	Vhcl.Wind.vy	Vhcl.Wind.vz
#Unit	m/s	Km	-	-	-	wh per km	kwh	kWh	s	s	kwh	m/s	m/s	m/s
#nStates	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	                 0	                 0	                 0	                 0	                 0	       -2147483648	              12.8	              8.96	                 0	             0.624	              3.84	                 0	                 0	                 0
	        0.40707813	     0.00010334893	                 0	                 1	                 0	          37156818	              12.8	         8.9598816	                 1	             1.624	          3.840118	                 0	                 0	                 0
	         1.4260804	      0.0010153197	                 0	                 1	                 0	           3782872	              12.8	         8.9591733	                 2	             2.624	         3.8408257	                 0	                 0	                 0
	         2.4568261	      0.0029563427	                 0	                 1	                 0	           1299632	              12.8	         8.9578385	                 3	             3.624	         3.8421598	                 0	                 0	                 0
	         3.4862748	      0.0059275095	                 0	                 1	                 0	            648520	              12.8	         8.9558847	                 4	             4.624	          3.844113	                 0	                 0	                 0
	         4.5124279	      0.0099271649	                 0	        0.98464328	                 0	            387488	              12.8	         8.9533308	                 5	             5.624	         3.8466664	                 0	                 0	                 0
	         5.3825474	       0.014900855	                 0	        0.73296253	                 0	            258318	              12.8	         8.9508364	                 6	             6.624	         3.8491612	                 0	                 0	                 0
	         5.8791784	       0.020564266	                 0	         0.4142773	                 0	            187254	              12.8	         8.9492421	                 7	             7.624	         3.8507565	                 0	                 0	                 0
	         5.9901991	       0.026528225	                 0	        0.13171443	                 0	            145175	              12.8	         8.9487544	                 8	             8.624	         3.8512453	                 0	                 0	                 0
	         5.8499165	       0.032459601	                 0	       0.024312323	                 0	            118643	              12.8	         8.9488671	                 9	             9.624	         3.8511331	                 0	                 0	                 0
	         5.6760464	       0.038220483	                 0	       0.045414046	                 0	            100758	              12.8	         8.9489452	                10	            10.624	         3.8510549	                 0	                 0	                 0
	         5.5497466	       0.043828222	                 0	        0.09533449	                 0	             87869	              12.8	         8.9488516	                11	            11.624	         3.8511483	                 0	                 0	                 0
	         5.4866334	       0.049341451	                 0	        0.14353564	                 0	             78056	              12.8	         8.9485741	                12	            12.624	         3.8514256	                 0	                 0	                 0
	         5.4742588	       0.054818521	                 0	        0.17638535	                 0	             70265	              12.8	         8.9481656	                13	            13.624	          3.851834	                 0	                 0	                 0
	         5.4915702	       0.060299836	                 0	        0.19199784	                 0	             63885	              12.8	         8.9476874	                14	            14.624	         3.8523121	                 0	                 0	                 0
	         5.5192399	        0.06580501	                 0	        0.19439886	                 0	             58548	              12.8	         8.9471904	                15	            15.624	         3.8528091	                 0	                 0	                 0
	         5.5447065	       0.071337511	                 0	        0.18934282	                 0	             54014	              12.8	         8.9467051	                16	            16.624	         3.8532944	                 0	                 0	                 0
	         5.5615077	       0.076891445	                 0	        0.18136212	                 0	             50119	              12.8	         8.9462464	                17	            17.624	         3.8537532	                 0	                 0	                 0
	         5.5687298	       0.082457284	                 0	        0.17438411	                 0	             46741	              12.8	         8.9458139	                18	            18.624	         3.8541857	                 0	                 0	                 0
	         5.5688187	       0.088026515	                 0	        0.16996804	                 0	             43789	              12.8	         8.9453994	                19	            19.624	         3.8546002	                 0	                 0	                 0
	         5.5651002	       0.093593661	                 0	        0.16816464	                 0	             41188	              12.8	         8.9449935	                20	            20.624	         3.8550061	                 0	                 0	                 0
	         5.5603981	       0.099156407	                 0	         0.1682089	                 0	             38882	              12.8	         8.9445888	                21	            21.624	         3.8554108	                 0	                 0	                 0
	         5.5564507	        0.10471472	                 0	        0.16928896	                 0	             36822	              12.8	          8.944181	                22	            22.624	         3.8558186	                 0	                 0	                 0
	          5.554081	        0.11026985	                 0	        0.17065035	                 0	             34970	              12.8	         8.9437685	                23	            23.624	         3.8562311	                 0	                 0	                 0
	         5.5532522	         0.1158234	                 0	        0.17174056	                 0	             33297	              12.8	         8.9433518	                24	            24.624	         3.8566478	                 0	                 0	                 0
	          5.553486	        0.12137671	                 0	        0.17237484	                 0	             31777	              12.8	         8.9429325	                25	            25.624	         3.8570671	                 0	                 0	                 0
	         5.5542266	        0.12693054	                 0	        0.17258433	                 0	             30390	              12.8	         8.9425121	                26	            26.624	         3.8574875	                 0	                 0	                 0
	         5.5550425	        0.13248518	                 0	        0.17251456	                 0	             29119	              12.8	         8.9420917	                27	            27.624	         3.8579079	                 0	                 0	                 0
	         5.5556823	        0.13804057	                 0	        0.17228717	                 0	             27950	              12.8	          8.941672	                28	            28.624	         3.8583276	                 0	                 0	                 0
	         5.5560435	        0.14359645	                 0	         0.1720288	                 0	             26872	              12.8	         8.9412533	                29	            29.624	         3.8587463	                 0	                 0	                 0
	         5.5561524	        0.14915257	                 0	        0.17182144	                 0	             25873	              12.8	         8.9408353	                30	            30.624	         3.8591643	                 0	                 0	                 0
	         5.5560934	         0.1547087	                 0	        0.17169087	                 0	             24947	              12.8	         8.9404179	                31	            31.624	         3.8595817	                 0	                 0	                 0
	         5.5559577	        0.16026473	                 0	        0.17163025	                 0	             24085	              12.8	         8.9400008	                32	            32.624	         3.8599988	                 0	                 0	                 0
	         5.5558158	        0.16582061	                 0	         0.1716167	                 0	             23280	              12.8	         8.9395837	                33	            33.624	         3.8604158	                 0	                 0	                 0
	          5.555708	        0.17137637	                 0	        0.17162351	                 0	             22528	              12.8	         8.9391667	                34	            34.624	         3.8608329	                 0	                 0	                 0
	         5.5556487	        0.17693205	                 0	        0.17163172	                 0	             21823	              12.8	         8.9387496	                35	            35.624	         3.8612499	                 0	                 0	                 0
	         5.5556328	        0.18248768	                 0	        0.17162872	                 0	             21161	              12.8	         8.9383326	                36	            36.624	          3.861667	                 0	                 0	                 0
	         5.5556474	        0.18804332	                 0	        0.17163769	                 0	             20538	              12.8	         8.9379156	                37	            37.624	          3.862084	                 0	                 0	                 0
	         5.5556935	        0.19359899	                 0	         0.1715895	                 0	             19951	              12.8	         8.9374987	                38	            38.624	         3.8625009	                 0	                 0	                 0
	         5.5557161	         0.1991547	                 0	        0.17153843	                 0	             19396	              12.8	         8.9370819	                39	            39.624	         3.8629177	                 0	                 0	                 0
	         5.5557161	        0.20471042	                 0	        0.17149372	                 0	             18872	              12.8	         8.9366653	                40	            40.624	         3.8633342	                 0	                 0	                 0
	          5.555701	        0.21026613	                 0	        0.17145795	                 0	             18375	              12.8	         8.9362489	                41	            41.624	         3.8637507	                 0	                 0	                 0
	         5.5556793	        0.21582182	                 0	         0.1714304	                 0	             17904	              12.8	         8.9358326	                42	            42.624	          3.864167	                 0	                 0	                 0
	         5.5556576	        0.22137749	                 0	        0.17140881	                 0	             17456	              12.8	         8.9354164	                43	            43.624	         3.8645832	                 0	                 0	                 0
	         5.5556379	        0.22693313	                 0	         0.1713922	                 0	             17031	              12.8	         8.9350003	                44	            44.624	         3.8649993	                 0	                 0	                 0
	         5.5556162	        0.23248876	                 0	        0.17138353	                 0	             16626	              12.8	         8.9345842	                45	            45.624	         3.8654154	                 0	                 0	                 0
	         5.5555838	        0.23804436	                 0	        0.17138905	                 0	             16239	              12.8	         8.9341681	                46	            46.624	         3.8658315	                 0	                 0	                 0
	         5.5555244	        0.24359992	                 0	        0.17142485	                 0	             15871	              12.8	         8.9337519	                47	            47.624	         3.8662477	                 0	                 0	                 0
	         5.5553922	        0.24915539	                 0	        0.17153562	                 0	             15519	              12.8	         8.9333354	                48	            48.624	         3.8666642	                 0	                 0	                 0
	         5.5551514	        0.25471068	                 0	        0.17176922	                 0	             15182	              12.8	         8.9329182	                49	            49.624	         3.8670814	                 0	                 0	                 0
	         5.5538052	        0.26026533	                 0	        0.17288795	                 0	             14859	              12.8	         8.9324982	                50	            50.624	         3.8675014	                 0	                 0	                 0
	         5.5531897	        0.26581845	                 0	        0.17404551	                 0	             14551	              12.8	         8.9320727	                51	            51.624	         3.8679269	                 0	                 0	                 0
	         5.5567434	        0.27137328	                 0	        0.17243838	                 0	             14254	              12.8	         8.9316507	                52	            52.624	         3.8683489	                 0	                 0	                 0
	         5.5586786	        0.27693128	                 0	        0.17080257	                 0	             13970	              12.8	         8.9312355	                53	            53.624	         3.8687641	                 0	                 0	                 0
	         5.5615263	        0.28249101	                 0	        0.16812776	                 0	             13696	              12.8	         8.9308271	                54	            54.624	         3.8691725	                 0	                 0	                 0
	         5.5643157	        0.28805432	                 0	        0.16426772	                 0	             13433	              12.8	         8.9304327	                55	            55.624	         3.8695669	                 0	                 0	                 0
	         5.5611563	        0.29361757	                 0	        0.16354371	                 0	             13180	              12.8	         8.9300445	                56	            56.624	         3.8699552	                 0	                 0	                 0
	         5.5521961	        0.29917468	                 0	         0.1674963	                 0	             12936	              12.8	         8.9296472	                57	            57.624	         3.8703524	                 0	                 0	                 0
	         5.5393244	        0.30472067	                 0	        0.17715254	                 0	             12702	              12.8	         8.9292216	                58	            58.624	          3.870778	                 0	                 0	                 0
	         5.5250882	        0.31025286	                 0	        0.19215888	                 0	             12477	              12.8	         8.9287486	                59	            59.624	         3.8712509	                 0	                 0	                 0
	         5.5132242	        0.31577166	                 0	        0.21055814	                 0	             12261	              12.8	         8.9282143	                60	            60.624	         3.8717851	                 0	                 0	                 0
	         5.5738653	        0.32129439	                 0	         0.4504729	                 0	             12053	              12.8	          8.927227	                61	            61.624	         3.8727716	                 0	                 0	                 0
	         6.2783343	        0.32715744	                 0	                 1	                 0	             11848	              12.8	         8.9237633	                62	            62.624	         3.8762327	                 0	                 0	                 0
	         7.1936102	        0.33389495	                 0	                 1	                 0	             11621	              12.8	         8.9195431	                63	            63.624	         3.8804524	                 0	                 0	                 0
	         8.0838683	        0.34153542	                 0	                 1	                 0	             11375	              12.8	         8.9148098	                64	            64.624	         3.8851852	                 0	                 0	                 0
	         8.9471609	        0.35005282	                 0	                 1	                 0	             11113	              12.8	         8.9095706	                65	            65.624	         3.8904239	                 0	                 0	                 0
	         9.7820152	        0.35941941	                 0	                 1	                 0	             10840	              12.8	         8.9038376	                66	            66.624	         3.8961565	                 0	                 0	                 0
	         10.587462	        0.36960622	                 0	                 1	                 0	             10558	              12.8	         8.8976257	                67	            67.624	         3.9023678	                 0	                 0	                 0
	         11.363016	        0.38058357	                 0	                 1	                 0	             10271	              12.8	         8.8909514	                68	            68.624	         3.9090417	                 0	                 0	                 0
	         12.108717	        0.39232153	                 0	                 1	                 0	              9981	              12.8	         8.8838318	                69	            69.624	         3.9161609	                 0	                 0	                 0
	         12.825133	        0.40479051	                 0	                 1	                 0	              9693	              12.8	         8.8762839	                70	            70.624	         3.9237084	                 0	                 0	                 0
	          13.51333	        0.41796169	                 0	                 1	                 0	              9406	              12.8	         8.8683245	                71	            71.624	         3.9316673	                 0	                 0	                 0
	         14.174857	         0.4318076	                 0	                 1	                 0	              9124	              12.8	         8.8599696	                72	            72.624	         3.9400219	                 0	                 0	                 0
	         14.811724	        0.44630253	                 0	                 1	                 0	              8847	              12.8	          8.851234	                73	            73.624	         3.9487571	                 0	                 0	                 0
	         15.426374	        0.46142301	                 0	                 1	                 0	              8577	              12.8	         8.8421313	                74	            74.624	         3.9578594	                 0	                 0	                 0
	         16.021403	        0.47714809	                 0	                 1	                 0	              8314	              12.8	         8.8326733	                75	            75.624	         3.9673171	                 0	                 0	                 0
	         16.580815	        0.49344998	                 0	                 1	                 0	              8059	              12.8	          8.823047	                76	            76.624	         3.9769431	                 0	                 0	                 0
	         17.101283	        0.51030796	                 0	        0.82177952	                 0	              7811	              12.8	         8.8138032	                77	            77.624	         3.9861892	                 0	                 0	                 0
	         17.375109	        0.52754118	                 0	        0.80966629	                 0	              7570	              12.8	         8.8061161	                78	            78.624	         3.9938755	                 0	                 0	                 0
	         17.706935	        0.54508217	                 0	        0.81034688	                 0	              7342	              12.8	         8.7976601	                79	            79.624	         4.0023316	                 0	                 0	                 0
	         17.984227	        0.56293584	                 0	        0.72888415	                 0	              7123	              12.8	         8.7897989	                80	            80.624	         4.0101937	                 0	                 0	                 0
	         18.149537	        0.58101228	                 0	        0.62887144	                 0	              6913	              12.8	         8.7830139	                81	            81.624	         4.0169797	                 0	                 0	                 0
	          18.21214	        0.59920036	                 0	        0.54638615	                 0	              6713	              12.8	         8.7772152	                82	            82.624	         4.0227793	                 0	                 0	                 0
	         18.194873	        0.61740972	                 0	        0.47555669	                 0	              6523	              12.8	         8.7722773	                83	            83.624	          4.027718	                 0	                 0	                 0
	         18.137782	        0.63557692	                 0	        0.44828466	                 0	              6344	              12.8	         8.7677916	                84	            84.624	         4.0322039	                 0	                 0	                 0
	         18.095354	        0.65369101	                 0	        0.44887652	                 0	              6175	              12.8	         8.7633307	                85	            85.624	         4.0366649	                 0	                 0	                 0
	         18.023662	        0.67176549	                 0	        0.26053451	                 0	              6014	              12.8	         8.7599485	                86	            86.624	         4.0400501	                 0	                 0	                 0
	         17.558907	        0.68958203	       0.043561967	                 0	                 0	              5857	              12.8	         8.7606701	                87	            87.624	         4.0393305	                 0	                 0	                 0
	         15.363501	        0.70615883	        0.16570737	                 0	                 0	              5719	              12.8	         8.7612337	                88	            88.624	         4.0387668	                 0	                 0	                 0
	         13.308281	          0.720434	        0.10349395	                 0	                 0	              5605	              12.8	         8.7616841	                89	            89.624	         4.0383163	                 0	                 0	                 0
	         12.208501	        0.73310465	       0.017423584	                 0	                 0	              5507	              12.8	         8.7620703	                90	            90.624	         4.0379301	                 0	                 0	                 0
	         11.789512	        0.74508484	                 0	      0.0094967026	                 0	              5418	              12.8	         8.7624103	                91	            91.624	         4.0375899	                 0	                 0	                 0
	         11.550735	        0.75673645	                 0	          0.164065	                 0	              5336	              12.8	         8.7618678	                92	            92.624	         4.0381313	                 0	                 0	                 0
	         11.495945	         0.7682482	                 0	        0.25729692	                 0	              5258	              12.8	         8.7604829	                93	            93.624	         4.0395155	                 0	                 0	                 0
	         11.539119	        0.77976073	                 0	        0.28658279	                 0	              5182	              12.8	         8.7587792	                94	            94.624	          4.041219	                 0	                 0	                 0
	         11.615024	        0.79133692	                 0	        0.27523952	                 0	              5108	              12.8	         8.7570992	                95	            95.624	         4.0428992	                 0	                 0	                 0
	         11.685377	        0.80298853	                 0	        0.24167478	                 0	              5036	              12.8	          8.755639	                96	            96.624	         4.0443596	                 0	                 0	                 0
	         11.733934	        0.81470028	                 0	        0.20103268	                 0	              4965	              12.8	         8.7544726	                97	            97.624	         4.0455263	                 0	                 0	                 0
	         11.757383	        0.82644788	                 0	         0.1619825	                 0	              4896	              12.8	         8.7536049	                98	            98.624	         4.0463943	                 0	                 0	                 0
	         11.760981	        0.83820838	                 0	        0.12949737	                 0	              4828	              12.8	         8.7529917	                99	            99.624	         4.0470078	                 0	                 0	                 0
	         11.753008	          0.849966	                 0	        0.10425504	                 0	              4761	              12.8	         8.7525769	               100	           100.624	         4.0474227	                 0	                 0	                 0
	         11.741016	         0.8617131	                 0	       0.084725522	                 0	              4697	              12.8	         8.7523133	               101	           101.624	         4.0476865	                 0	                 0	                 0
	         11.730109	        0.87344844	                 0	       0.068606045	                 0	              4634	              12.8	         8.7521707	               102	           102.624	         4.0478292	                 0	                 0	                 0
	         11.722684	        0.88517451	                 0	       0.053816929	                 0	              4572	              12.8	         8.7521359	               103	           103.624	         4.0478641	                 0	                 0	                 0
	         11.719066	        0.89689509	                 0	       0.038995974	                 0	              4513	              12.8	          8.752202	               104	           104.624	         4.0477981	                 0	                 0	                 0
	         11.718413	        0.90861364	                 0	       0.023439306	                 0	              4454	              12.8	         8.7523679	               105	           105.624	         4.0476323	                 0	                 0	                 0
	         11.719434	        0.92033247	                 0	      0.0069967858	                 0	              4397	              12.8	         8.7526404	               106	           106.624	         4.0473599	                 0	                 0	                 0
	         11.724557	        0.93205338	     0.00077976129	                 0	                 0	              4342	              12.8	         8.7529885	               107	           107.624	         4.0470119	                 0	                 0	                 0
	         11.708977	        0.94377266	      0.0052970476	                 0	                 0	              4287	              12.8	         8.7533316	               108	           108.624	         4.0466687	                 0	                 0	                 0
	         11.702733	        0.95547549	      0.0046563115	                 0	                 0	              4234	              12.8	         8.7536722	               109	           109.624	         4.0463281	                 0	                 0	                 0
	          11.70778	        0.96718103	       0.006900616	                 0	                 0	              4183	              12.8	         8.7540118	               110	           110.624	         4.0459885	                 0	                 0	                 0
	         11.710241	        0.97889019	      0.0090083684	                 0	                 0	              4132	              12.8	         8.7543508	               111	           111.624	         4.0456495	                 0	                 0	                 0
	         11.711398	         0.9906011	       0.010979689	                 0	                 0	              4083	              12.8	         8.7546894	               112	           112.624	         4.0453109	                 0	                 0	                 0
	         11.711576	         1.0023126	       0.012660425	                 0	                 0	              4035	              12.8	         8.7550279	               113	           113.624	         4.0449725	                 0	                 0	                 0
	         11.711185	         1.0140241	       0.014035778	                 0	                 0	              3988	              12.8	         8.7553661	               114	           114.624	         4.0446342	                 0	                 0	                 0
	         11.710478	         1.0257349	       0.015113315	                 0	                 0	              3942	              12.8	         8.7557043	               115	           115.624	          4.044296	                 0	                 0	                 0
	         11.709571	          1.037445	       0.015893346	                 0	                 0	              3897	              12.8	         8.7560423	               116	           116.624	          4.043958	                 0	                 0	                 0
	         11.708519	          1.049154	       0.016371992	                 0	                 0	              3854	              12.8	         8.7563803	               117	           117.624	           4.04362	                 0	                 0	                 0
	         11.707361	          1.060862	       0.016547019	                 0	                 0	              3811	              12.8	         8.7567182	               118	           118.624	         4.0432821	                 0	                 0	                 0
	         11.706104	         1.0725687	       0.016423161	                 0	                 0	              3769	              12.8	          8.757056	               119	           119.624	         4.0429443	                 0	                 0	                 0
	         11.704742	         1.0842742	       0.015988809	                 0	                 0	              3728	              12.8	         8.7573938	               120	           120.624	         4.0426066	                 0	                 0	                 0
	         11.703573	         1.0959783	       0.015257459	                 0	                 0	              3688	              12.8	         8.7577314	               121	           121.624	         4.0422689	                 0	                 0	                 0
	         11.702724	         1.1076814	       0.014225148	                 0	                 0	              3649	              12.8	          8.758069	               122	           122.624	         4.0419313	                 0	                 0	                 0
	         11.701826	         1.1193837	       0.012842669	                 0	                 0	              3610	              12.8	         8.7584066	               123	           123.624	         4.0415937	                 0	                 0	                 0
	         11.700904	          1.131085	       0.011127709	                 0	                 0	              3572	              12.8	         8.7587442	               124	           124.624	         4.0412562	                 0	                 0	                 0
	         11.700107	         1.1427855	      0.0092472881	                 0	                 0	              3536	              12.8	         8.7590817	               125	           125.624	         4.0409187	                 0	                 0	                 0
	         11.696499	         1.1544851	       0.010662952	                 0	                 0	              3499	              12.8	         8.7594191	               126	           126.624	         4.0405812	                 0	                 0	                 0
	         11.478792	         1.1661063	       0.035163448	                 0	                 0	              3464	              12.8	         8.7597525	               127	           127.624	         4.0402478	                 0	                 0	                 0
	         11.247554	         1.1774529	       0.014545459	                 0	                 0	              3431	              12.8	         8.7600779	               128	           128.624	         4.0399224	                 0	                 0	                 0
	         11.167463	         1.1886524	      0.0034319843	                 0	                 0	              3398	              12.8	         8.7604002	               129	           129.624	         4.0396001	                 0	                 0	                 0
	         11.140791	         1.1998055	                 0	                 0	                 0	              3366	              12.8	         8.7607216	               130	           130.624	         4.0392787	                 0	                 0	                 0
	         11.104431	         1.2109284	                 0	       0.024403559	                 0	              3335	              12.8	         8.7609451	               131	           131.624	         4.0390551	                 0	                 0	                 0
	         11.074774	         1.2220171	                 0	       0.058889337	                 0	              3305	              12.8	          8.760943	               132	           132.624	         4.0390569	                 0	                 0	                 0
	         11.057582	         1.2330821	                 0	       0.093719402	                 0	              3275	              12.8	         8.7606996	               133	           133.624	         4.0393001	                 0	                 0	                 0
	         11.054228	          1.244137	                 0	        0.12464028	                 0	              3247	              12.8	         8.7602319	               134	           134.624	         4.0397676	                 0	                 0	                 0
	         11.061345	         1.2551941	                 0	        0.14945666	                 0	              3218	              12.8	         8.7595811	               135	           135.624	         4.0404182	                 0	                 0	                 0
	         11.074066	         1.2662615	                 0	        0.16790736	                 0	              3191	              12.8	         8.7587926	               136	           136.624	         4.0412065	                 0	                 0	                 0
	         11.088166	         1.2773427	                 0	        0.18103166	                 0	              3164	              12.8	         8.7579059	               137	           137.624	         4.0420932	                 0	                 0	                 0
	         11.101014	         1.2884374	                 0	         0.1902052	                 0	              3137	              12.8	         8.7569506	               138	           138.624	         4.0430484	                 0	                 0	                 0
	         11.111603	         1.2995439	                 0	        0.19656783	                 0	              3111	              12.8	         8.7559477	               139	           139.624	         4.0440512	                 0	                 0	                 0
	         11.120067	         1.3106599	                 0	        0.20079231	                 0	              3086	              12.8	         8.7549129	               140	           140.624	          4.045086	                 0	                 0	                 0
	         11.268981	         1.3218028	                 0	         0.7597714	                 0	              3062	              12.8	         8.7520762	               141	           141.624	         4.0479179	                 0	                 0	                 0
	         12.226797	         1.3335382	                 0	                 1	                 0	              3041	              12.8	         8.7445395	               142	           142.624	          4.055453	                 0	                 0	                 0
	         13.208662	         1.3462557	                 0	                 1	                 0	              3018	              12.8	         8.7367159	               143	           143.624	         4.0632761	                 0	                 0	                 0
	         14.188605	         1.3599538	                 0	                 1	                 0	              2993	              12.8	         8.7283492	               144	           144.624	         4.0716422	                 0	                 0	                 0
	         15.173154	         1.3746336	                 0	                 1	                 0	              2968	              12.8	         8.7194199	               145	           145.624	         4.0805709	                 0	                 0	                 0
	         16.164463	         1.3903011	                 0	                 1	                 0	              2941	              12.8	         8.7099139	               146	           146.624	         4.0900763	                 0	                 0	                 0
	         17.167572	         1.4069668	                 0	        0.96601938	                 0	              2914	              12.8	         8.6999519	               147	           147.624	         4.1000384	                 0	                 0	                 0
	         18.008265	         1.4245797	                 0	        0.69867499	                 0	              2883	              12.8	           8.69187	               148	           148.624	         4.1081231	                 0	                 0	                 0
	         18.542004	         1.4428773	                 0	        0.45834575	                 0	              2850	              12.8	         8.6866809	               149	           149.624	         4.1133148	                 0	                 0	                 0
	         18.873403	         1.4615969	                 0	        0.31531387	                 0	              2816	              12.8	         8.6831979	               150	           150.624	         4.1167996	                 0	                 0	                 0
	         18.883958	         1.4805127	                 0	                 0	                 0	              2780	              12.8	         8.6834001	               151	           151.624	         4.1166006	                 0	                 0	                 0
	         18.497616	         1.4992515	        0.03178276	                 0	                 0	              2745	              12.8	         8.6840767	               152	           152.624	          4.115924	                 0	                 0	                 0
	         18.187584	         1.5175655	     0.00016709714	                 0	                 0	              2711	              12.8	         8.6846765	               153	           153.624	          4.115324	                 0	                 0	                 0
	         18.030477	         1.5356739	                 0	       0.033242581	                 0	              2679	              12.8	         8.6850848	               154	           154.624	         4.1149153	                 0	                 0	                 0
	         17.925931	         1.5536464	                 0	        0.12406498	                 0	              2648	              12.8	         8.6845268	               155	           155.624	         4.1154722	                 0	                 0	                 0
	         17.879778	         1.5715454	                 0	        0.20695811	                 0	              2619	              12.8	         8.6829839	               156	           156.624	         4.1170142	                 0	                 0	                 0
	         17.868432	         1.5894175	                 0	        0.28009719	                 0	              2591	              12.8	         8.6805862	               157	           157.624	         4.1194111	                 0	                 0	                 0
	         17.877177	         1.6072887	                 0	        0.34201088	                 0	              2564	              12.8	         8.6774554	               158	           158.624	         4.1225412	                 0	                 0	                 0
	         17.903939	         1.6251779	                 0	        0.38681199	                 0	              2538	              12.8	         8.6737691	               159	           159.624	          4.126227	                 0	                 0	                 0
	         17.943283	         1.6431008	                 0	        0.41210833	                 0	              2513	              12.8	         8.6697432	               160	           160.624	         4.1302526	                 0	                 0	                 0
	         17.988122	         1.6610663	                 0	        0.41881319	                 0	              2489	              12.8	         8.6655917	               161	           161.624	         4.1344042	                 0	                 0	                 0
	         18.035787	         1.6790779	                 0	        0.40906501	                 0	              2464	              12.8	         8.6615027	               162	           162.624	         4.1384933	                 0	                 0	                 0
	         18.082043	         1.6971372	                 0	        0.38319718	                 0	              2440	              12.8	         8.6576667	               163	           163.624	         4.1423296	                 0	                 0	                 0
	         18.125832	         1.7152411	                 0	         0.3433907	                 0	              2417	              12.8	         8.6542418	               164	           164.624	          4.145755	                 0	                 0	                 0
	         18.165943	          1.733388	                 0	        0.29101599	                 0	              2393	              12.8	         8.6513856	               165	           165.624	         4.1486118	                 0	                 0	                 0
	         18.185176	         1.7515657	                 0	        0.23928798	                 0	              2369	              12.8	         8.6491384	               166	           166.624	         4.1508596	                 0	                 0	                 0
	         18.177568	         1.7697493	                 0	        0.20013998	                 0	              2346	              12.8	         8.6473833	               167	           167.624	         4.1526151	                 0	                 0	                 0
	         18.147183	         1.7879136	                 0	        0.16179125	                 0	              2323	              12.8	         8.6459783	               168	           168.624	         4.1540208	                 0	                 0	                 0
