#Name	Car.v	DistanceKm	Driver.Brake	Driver.Gas	Driver.GearNo	Fefficiency	FullBatteryCapacity	PT.BattHV.Energy	Time	Time.Global	UsedCapacity	Vhcl.Wind.vx	Vhcl.Wind.vy	Vhcl.Wind.vz
#Unit	m/s	Km	-	-	-	wh per km	kwh	kWh	s	s	kwh	m/s	m/s	m/s
#nStates	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	         11.808741	         30.417443	                 0	                 1	                 0	               331	              12.8	         2.7271664	              2296	          2296.624	         10.072827	                 0	                 0	                 0
	         12.487763	         30.429593	                 0	                 1	                 0	               331	              12.8	         2.7199092	              2297	          2297.624	         10.080083	                 0	                 0	                 0
	         13.142924	          30.44241	                 0	                 1	                 0	               331	              12.8	         2.7122621	              2298	          2298.624	          10.08773	                 0	                 0	                 0
	         13.775435	         30.455871	                 0	                 1	                 0	               331	              12.8	         2.7042369	              2299	          2299.624	         10.095755	                 0	                 0	                 0
	         14.391835	         30.469955	                 0	                 1	                 0	               331	              12.8	         2.6958441	              2300	          2300.624	         10.104147	                 0	                 0	                 0
	         14.992155	         30.484648	                 0	                 1	                 0	               331	              12.8	         2.6870919	              2301	          2301.624	         10.112899	                 0	                 0	                 0
	         15.577443	         30.499934	                 0	                 1	                 0	               331	              12.8	         2.6779897	              2302	          2302.624	         10.122001	                 0	                 0	                 0
	         16.151445	         30.515799	                 0	                 1	                 0	               332	              12.8	         2.6685448	              2303	          2303.624	         10.131446	                 0	                 0	                 0
	         16.717097	         30.532234	                 0	                 1	                 0	               332	              12.8	         2.6587626	              2304	          2304.624	         10.141227	                 0	                 0	                 0
	         17.278038	         30.549231	                 0	                 1	                 0	               332	              12.8	         2.6486468	              2305	          2305.624	         10.151343	                 0	                 0	                 0
	         17.835192	         30.566788	                 0	                 1	                 0	               332	              12.8	         2.6381993	              2306	          2306.624	          10.16179	                 0	                 0	                 0
	         18.397799	         30.584903	                 0	                 1	                 0	               332	              12.8	         2.6274204	              2307	          2307.624	         10.172569	                 0	                 0	                 0
	         18.968196	         30.603585	                 0	                 1	                 0	               332	              12.8	         2.6163049	              2308	          2308.624	         10.183684	                 0	                 0	                 0
	         19.551416	         30.622843	                 0	                 1	                 0	               332	              12.8	          2.604847	              2309	          2309.624	         10.195141	                 0	                 0	                 0
	         20.145344	         30.642692	                 0	                 1	                 0	               333	              12.8	         2.5931371	              2310	          2310.624	         10.206851	                 0	                 0	                 0
	         20.731026	          30.66313	                 0	                 1	                 0	               333	              12.8	         2.5814204	              2311	          2311.624	         10.218568	                 0	                 0	                 0
	         21.313549	         30.684152	                 0	                 1	                 0	               333	              12.8	         2.5697052	              2312	          2312.624	         10.230283	                 0	                 0	                 0
	         21.895815	         30.705757	                 0	                 1	                 0	               333	              12.8	         2.5579903	              2313	          2313.624	         10.241998	                 0	                 0	                 0
	          22.19155	         30.727892	                 0	                 0	                 0	               333	              12.8	          2.550478	              2314	          2314.624	         10.249523	                 0	                 0	                 0
	         20.708396	         30.749645	        0.24669313	                 0	                 0	               333	              12.8	         2.5512033	              2315	          2315.624	         10.248797	                 0	                 0	                 0
	          17.81656	         30.768864	        0.19364189	                 0	                 0	               333	              12.8	         2.5518016	              2316	          2316.624	         10.248199	                 0	                 0	                 0
	         15.724658	         30.785562	        0.12089888	                 0	                 0	               332	              12.8	         2.5523042	              2317	          2317.624	         10.247696	                 0	                 0	                 0
	         14.342839	         30.800552	       0.076832482	                 0	                 0	               332	              12.8	         2.5527463	              2318	          2318.624	         10.247254	                 0	                 0	                 0
	         13.389639	          30.81439	       0.050158034	                 0	                 0	               332	              12.8	         2.5531493	              2319	          2319.624	         10.246851	                 0	                 0	                 0
	         12.718928	         30.827425	       0.032112609	                 0	                 0	               332	              12.8	         2.5535262	              2320	          2320.624	         10.246474	                 0	                 0	                 0
	         12.268891	         30.839899	       0.013800129	                 0	                 0	               332	              12.8	         2.5538857	              2321	          2321.624	         10.246115	                 0	                 0	                 0
	         12.015137	          30.85203	      0.0045818075	                 0	                 0	               332	              12.8	         2.5542349	              2322	          2322.624	         10.245765	                 0	                 0	                 0
	         11.853124	          30.86396	      0.0067134182	                 0	                 0	               331	              12.8	         2.5545781	              2323	          2323.624	         10.245422	                 0	                 0	                 0
	         11.495577	          30.87566	        0.02793222	                 0	                 0	               331	              12.8	         2.5549137	              2324	          2324.624	         10.245087	                 0	                 0	                 0
	         11.245633	         30.887006	      0.0047324387	                 0	                 0	               331	              12.8	         2.5552395	              2325	          2325.624	         10.244761	                 0	                 0	                 0
	         11.169322	         30.898207	                 0	                 0	                 0	               331	              12.8	         2.5555615	              2326	          2326.624	         10.244439	                 0	                 0	                 0
	         11.144702	         30.909359	                 0	       0.026177919	                 0	               331	              12.8	         2.5558018	              2327	          2327.624	         10.244198	                 0	                 0	                 0
	         11.165048	         30.920512	                 0	        0.03144631	                 0	               331	              12.8	         2.5559261	              2328	          2328.624	         10.244074	                 0	                 0	                 0
	         11.197648	         30.931694	                 0	       0.012415187	                 0	               331	              12.8	         2.5561028	              2329	          2329.624	         10.243897	                 0	                 0	                 0
	         11.222912	         30.942904	      0.0023483516	                 0	                 0	               331	              12.8	         2.5564165	              2330	          2330.624	         10.243584	                 0	                 0	                 0
	         11.185071	         30.954113	      0.0096954012	                 0	                 0	               330	              12.8	         2.5567394	              2331	          2331.624	         10.243261	                 0	                 0	                 0
	         11.144624	         30.965276	      0.0092507017	                 0	                 0	               330	              12.8	         2.5570606	              2332	          2332.624	          10.24294	                 0	                 0	                 0
	         11.125388	         30.976409	      0.0097979673	                 0	                 0	               330	              12.8	         2.5573808	              2333	          2333.624	          10.24262	                 0	                 0	                 0
	         11.116554	          30.98753	       0.011056782	                 0	                 0	               330	              12.8	         2.5577005	              2334	          2334.624	           10.2423	                 0	                 0	                 0
	         11.112253	         30.998644	        0.01248661	                 0	                 0	               330	              12.8	         2.5580199	              2335	          2335.624	          10.24198	                 0	                 0	                 0
	         11.109092	         31.009755	       0.013903028	                 0	                 0	               330	              12.8	         2.5583392	              2336	          2336.624	         10.241661	                 0	                 0	                 0
	         11.106268	         31.020862	       0.014996488	                 0	                 0	               330	              12.8	         2.5586583	              2337	          2337.624	         10.241342	                 0	                 0	                 0
	         11.104321	         31.031967	       0.015838842	                 0	                 0	               330	              12.8	         2.5589774	              2338	          2338.624	         10.241023	                 0	                 0	                 0
	         11.102894	         31.043071	       0.016455925	                 0	                 0	               329	              12.8	         2.5592964	              2339	          2339.624	         10.240704	                 0	                 0	                 0
	         11.101668	         31.054173	       0.016823237	                 0	                 0	               329	              12.8	         2.5596153	              2340	          2340.624	         10.240385	                 0	                 0	                 0
	         11.101013	         31.065274	       0.016806348	                 0	                 0	               329	              12.8	         2.5599341	              2341	          2341.624	         10.240066	                 0	                 0	                 0
	         11.100971	         31.076376	       0.016696597	                 0	                 0	               329	              12.8	          2.560253	              2342	          2342.624	         10.239747	                 0	                 0	                 0
	         11.100347	         31.087476	       0.016344454	                 0	                 0	               329	              12.8	         2.5605718	              2343	          2343.624	         10.239428	                 0	                 0	                 0
	         11.091008	         31.098574	       0.017720953	                 0	                 0	               329	              12.8	         2.5608905	              2344	          2344.624	          10.23911	                 0	                 0	                 0
	         11.069663	         31.109654	       0.016133104	                 0	                 0	               329	              12.8	         2.5612087	              2345	          2345.624	         10.238792	                 0	                 0	                 0
	         11.056406	         31.120716	       0.014993044	                 0	                 0	               328	              12.8	         2.5615264	              2346	          2346.624	         10.238474	                 0	                 0	                 0
	         11.025249	         31.131759	       0.015077236	                 0	                 0	               328	              12.8	         2.5618434	              2347	          2347.624	         10.238157	                 0	                 0	                 0
	         10.993835	         31.142768	       0.012163799	                 0	                 0	               328	              12.8	         2.5621595	              2348	          2348.624	         10.237841	                 0	                 0	                 0
	         10.977393	         31.153752	      0.0094600305	                 0	                 0	               328	              12.8	          2.562475	              2349	          2349.624	         10.237525	                 0	                 0	                 0
	         10.979701	         31.164724	                 0	                 0	                 0	               328	              12.8	         2.5627902	              2350	          2350.624	          10.23721	                 0	                 0	                 0
	         11.342497	         31.175801	                 0	        0.77137839	                 0	               328	              12.8	         2.5609909	              2351	          2351.624	         10.239004	                 0	                 0	                 0
	         12.571436	         31.187748	                 0	                 1	                 0	               328	              12.8	         2.5538362	              2352	          2352.624	         10.246156	                 0	                 0	                 0
	         13.787431	          31.20093	                 0	                 1	                 0	               328	              12.8	         2.5459207	              2353	          2353.624	         10.254071	                 0	                 0	                 0
	         14.952657	         31.215304	                 0	                 1	                 0	               328	              12.8	         2.5373139	              2354	          2354.624	         10.262677	                 0	                 0	                 0
	         16.062737	         31.230816	                 0	                 1	                 0	               328	              12.8	         2.5280417	              2355	          2355.624	         10.271949	                 0	                 0	                 0
	         17.120654	         31.247411	                 0	                 1	                 0	               329	              12.8	         2.5181332	              2356	          2356.624	         10.281857	                 0	                 0	                 0
	         18.135068	         31.265042	                 0	                 1	                 0	               329	              12.8	          2.507615	              2357	          2357.624	         10.292374	                 0	                 0	                 0
	         19.110758	         31.283667	                 0	                 1	                 0	               329	              12.8	           2.49651	              2358	          2358.624	         10.303479	                 0	                 0	                 0
	         20.047652	          31.30325	                 0	                 1	                 0	               329	              12.8	         2.4848829	              2359	          2359.624	         10.315105	                 0	                 0	                 0
	         20.919706	         31.323738	                 0	                 1	                 0	               329	              12.8	         2.4731612	              2360	          2360.624	         10.326827	                 0	                 0	                 0
	         21.738863	         31.345071	                 0	                 1	                 0	               329	              12.8	         2.4614432	              2361	          2361.624	         10.338545	                 0	                 0	                 0
	         22.517643	         31.367202	                 0	                 1	                 0	               329	              12.8	         2.4497268	              2362	          2362.624	         10.350262	                 0	                 0	                 0
	         23.273106	         31.390098	                 0	                 1	                 0	               330	              12.8	          2.438011	              2363	          2363.624	         10.361977	                 0	                 0	                 0
	         24.021411	         31.413745	                 0	                 1	                 0	               330	              12.8	         2.4262953	              2364	          2364.624	         10.373693	                 0	                 0	                 0
	         24.778047	         31.438143	                 0	                 1	                 0	               330	              12.8	         2.4145793	              2365	          2365.624	         10.385409	                 0	                 0	                 0
	         25.536985	         31.463301	                 0	                 1	                 0	               330	              12.8	          2.402863	              2366	          2366.624	         10.397125	                 0	                 0	                 0
	         25.940175	         31.489142	                 0	                 0	                 0	               330	              12.8	         2.3965009	              2367	          2367.624	           10.4035	                 0	                 0	                 0
	          24.52501	         31.514664	        0.20326433	                 0	                 0	               330	              12.8	         2.3973192	              2368	          2368.624	         10.402682	                 0	                 0	                 0
	         22.099042	         31.537996	        0.21352985	                 0	                 0	               329	              12.8	         2.3980274	              2369	          2369.624	         10.401973	                 0	                 0	                 0
	         19.503855	           31.5588	        0.20962949	                 0	                 0	               329	              12.8	         2.3986399	              2370	          2370.624	         10.401361	                 0	                 0	                 0
	         17.135926	         31.577082	        0.16319179	                 0	                 0	               329	              12.8	         2.3991694	              2371	          2371.624	         10.400831	                 0	                 0	                 0
	         15.327703	         31.593265	        0.10479668	                 0	                 0	               329	              12.8	         2.3996347	              2372	          2372.624	         10.400366	                 0	                 0	                 0
	         14.060633	         31.607921	        0.05989629	                 0	                 0	               329	              12.8	         2.4000549	              2373	          2373.624	         10.399946	                 0	                 0	                 0
	         13.180751	         31.621516	       0.029253681	                 0	                 0	               328	              12.8	         2.4004444	              2374	          2374.624	         10.399556	                 0	                 0	                 0
	         12.574265	         31.634372	      0.0065874253	                 0	                 0	               328	              12.8	         2.4008128	              2375	          2375.624	         10.399188	                 0	                 0	                 0
	         12.126854	         31.646715	                 0	                 0	                 0	               328	              12.8	         2.4011667	              2376	          2376.624	         10.398834	                 0	                 0	                 0
	         11.799189	          31.65866	                 0	        0.16604233	                 0	               328	              12.8	           2.40088	              2377	          2377.624	         10.399119	                 0	                 0	                 0
	         11.651325	         31.670377	                 0	        0.25145835	                 0	               328	              12.8	         2.3995814	              2378	          2378.624	         10.400417	                 0	                 0	                 0
	         11.539521	         31.681976	                 0	        0.20340054	                 0	               328	              12.8	         2.3982055	              2379	          2379.624	         10.401793	                 0	                 0	                 0
	         11.329688	         31.693417	                 0	         0.1276592	                 0	               328	              12.8	         2.3975262	              2380	          2380.624	         10.402473	                 0	                 0	                 0
	         11.137619	         31.704641	                 0	        0.19365109	                 0	               328	              12.8	         2.3968162	              2381	          2381.624	         10.403183	                 0	                 0	                 0
	         11.081327	          31.71574	                 0	        0.26894933	                 0	               328	              12.8	         2.3955035	              2382	          2382.624	         10.404495	                 0	                 0	                 0
	         11.119939	         31.726835	                 0	        0.29334085	                 0	               327	              12.8	         2.3938704	              2383	          2383.624	         10.406128	                 0	                 0	                 0
	         11.195191	         31.737992	                 0	        0.27991511	                 0	               327	              12.8	         2.3922168	              2384	          2384.624	         10.407782	                 0	                 0	                 0
	         11.252477	         31.749219	                 0	        0.22575725	                 0	               327	              12.8	         2.3908239	              2385	          2385.624	         10.409175	                 0	                 0	                 0
	         11.260744	          31.76048	                 0	        0.17194179	                 0	               327	              12.8	         2.3898257	              2386	          2386.624	         10.410173	                 0	                 0	                 0
	         11.226375	         31.771726	                 0	        0.13368015	                 0	               327	              12.8	         2.3891518	              2387	          2387.624	         10.410848	                 0	                 0	                 0
	          11.17049	         31.782926	                 0	        0.12073727	                 0	               327	              12.8	         2.3886465	              2388	          2388.624	         10.411353	                 0	                 0	                 0
	         11.115284	         31.794068	                 0	        0.12552156	                 0	               327	              12.8	         2.3881563	              2389	          2389.624	         10.411843	                 0	                 0	                 0
	         11.075062	         31.805161	                 0	        0.14688289	                 0	               327	              12.8	         2.3875709	              2390	          2390.624	         10.412428	                 0	                 0	                 0
	          11.05903	         31.816226	                 0	        0.17062867	                 0	               327	              12.8	         2.3868152	              2391	          2391.624	         10.413184	                 0	                 0	                 0
	         11.038373	         31.827279	                 0	        0.14469925	                 0	               327	              12.8	         2.3860435	              2392	          2392.624	         10.413956	                 0	                 0	                 0
	         10.948792	         31.838277	                 0	        0.11777562	                 0	               327	              12.8	         2.3855518	              2393	          2393.624	         10.414448	                 0	                 0	                 0
	         10.852206	         31.849175	                 0	         0.1486354	                 0	               327	              12.8	         2.3850111	              2394	          2394.624	         10.414988	                 0	                 0	                 0
	         10.808141	             31.86	                 0	        0.19080918	                 0	               326	              12.8	          2.384184	              2395	          2395.624	         10.415815	                 0	                 0	                 0
	         10.808198	         31.870806	                 0	        0.21732758	                 0	               326	              12.8	         2.3831304	              2396	          2396.624	         10.416868	                 0	                 0	                 0
	         10.832324	         31.881625	                 0	        0.22711314	                 0	               326	              12.8	         2.3819614	              2397	          2397.624	         10.418037	                 0	                 0	                 0
	         10.865806	         31.892474	                 0	        0.22315788	                 0	               326	              12.8	         2.3807793	              2398	          2398.624	          10.41922	                 0	                 0	                 0
	         10.895776	         31.903355	                 0	        0.21000101	                 0	               326	              12.8	         2.3796613	              2399	          2399.624	         10.420338	                 0	                 0	                 0
	          10.91174	          31.91426	                 0	        0.19615697	                 0	               326	              12.8	         2.3786389	              2400	          2400.624	          10.42136	                 0	                 0	                 0
	         10.913555	         31.925174	                 0	        0.18685416	                 0	               326	              12.8	         2.3776941	              2401	          2401.624	         10.422305	                 0	                 0	                 0
	         10.907083	         31.936085	                 0	        0.18269581	                 0	               326	              12.8	         2.3767925	              2402	          2402.624	         10.423207	                 0	                 0	                 0
	         10.898122	         31.946987	                 0	        0.18232594	                 0	               326	              12.8	         2.3759039	              2403	          2403.624	         10.424095	                 0	                 0	                 0
	         10.890251	         31.957881	                 0	        0.18410843	                 0	               326	              12.8	         2.3750091	              2404	          2404.624	          10.42499	                 0	                 0	                 0
	         10.885272	         31.968769	                 0	        0.18670015	                 0	               326	              12.8	         2.3740986	              2405	          2405.624	           10.4259	                 0	                 0	                 0
	         10.883361	         31.979653	                 0	        0.18889264	                 0	               326	              12.8	         2.3731716	              2406	          2406.624	         10.426827	                 0	                 0	                 0
	         10.883375	         31.990536	                 0	        0.19042608	                 0	               325	              12.8	         2.3722329	              2407	          2407.624	         10.427766	                 0	                 0	                 0
	         10.884905	          32.00142	                 0	        0.19079528	                 0	               325	              12.8	         2.3712885	              2408	          2408.624	         10.428711	                 0	                 0	                 0
	          10.88643	         32.012306	                 0	        0.19060302	                 0	               325	              12.8	         2.3703437	              2409	          2409.624	         10.429655	                 0	                 0	                 0
	         10.887422	         32.023193	                 0	        0.19044191	                 0	               325	              12.8	         2.3693994	              2410	          2410.624	           10.4306	                 0	                 0	                 0
	          10.88774	          32.03408	                 0	        0.19040317	                 0	               325	              12.8	         2.3684559	              2411	          2411.624	         10.431543	                 0	                 0	                 0
	         10.887431	         32.044968	                 0	        0.19067098	                 0	               325	              12.8	         2.3675115	              2412	          2412.624	         10.432488	                 0	                 0	                 0
	         10.886744	         32.055855	                 0	         0.1913128	                 0	               325	              12.8	         2.3665639	              2413	          2413.624	         10.433435	                 0	                 0	                 0
	         10.886014	         32.066742	                 0	        0.19223699	                 0	               325	              12.8	         2.3656107	              2414	          2414.624	         10.434388	                 0	                 0	                 0
	         10.885594	         32.077627	                 0	        0.19321315	                 0	               325	              12.8	         2.3646509	              2415	          2415.624	         10.435348	                 0	                 0	                 0
	         10.885705	         32.088513	                 0	        0.19396607	                 0	               325	              12.8	         2.3636852	              2416	          2416.624	         10.436314	                 0	                 0	                 0
	          10.88625	         32.099399	                 0	        0.19438482	                 0	               325	              12.8	         2.3627156	              2417	          2417.624	         10.437283	                 0	                 0	                 0
	          10.88691	         32.110285	                 0	        0.19454807	                 0	               325	              12.8	         2.3617441	              2418	          2418.624	         10.438255	                 0	                 0	                 0
	         10.887452	         32.121173	                 0	        0.19460719	                 0	               324	              12.8	          2.360772	              2419	          2419.624	         10.439227	                 0	                 0	                 0
	         10.887603	          32.13206	                 0	        0.19472225	                 0	               324	              12.8	         2.3597993	              2420	          2420.624	           10.4402	                 0	                 0	                 0
	         10.887876	         32.142948	                 0	        0.19472164	                 0	               324	              12.8	          2.358826	              2421	          2421.624	         10.441173	                 0	                 0	                 0
	         10.888584	         32.153836	                 0	        0.19434359	                 0	               324	              12.8	         2.3578541	              2422	          2422.624	         10.442145	                 0	                 0	                 0
	         10.889423	         32.164725	                 0	        0.19361695	                 0	               324	              12.8	         2.3568862	              2423	          2423.624	         10.443113	                 0	                 0	                 0
	         10.890013	         32.175615	                 0	         0.1927577	                 0	               324	              12.8	         2.3559239	              2424	          2424.624	         10.444075	                 0	                 0	                 0
	         10.890236	         32.186505	                 0	        0.19194538	                 0	               324	              12.8	         2.3549672	              2425	          2425.624	         10.445032	                 0	                 0	                 0
	         10.890172	         32.197395	                 0	        0.19124926	                 0	               324	              12.8	         2.3540156	              2426	          2426.624	         10.445983	                 0	                 0	                 0
	         10.889941	         32.208285	                 0	        0.19068348	                 0	               324	              12.8	         2.3530683	              2427	          2427.624	         10.446931	                 0	                 0	                 0
	         10.889634	         32.219175	                 0	        0.19024213	                 0	               324	              12.8	         2.3521243	              2428	          2428.624	         10.447875	                 0	                 0	                 0
	         10.889275	         32.230065	                 0	        0.18993596	                 0	               324	              12.8	         2.3511829	              2429	          2429.624	         10.448816	                 0	                 0	                 0
	         10.888763	         32.240954	                 0	        0.18985167	                 0	               324	              12.8	         2.3502428	              2430	          2430.624	         10.449756	                 0	                 0	                 0
	         10.887682	         32.251842	                 0	        0.19026152	                 0	               324	              12.8	         2.3493017	              2431	          2431.624	         10.450697	                 0	                 0	                 0
	         10.879427	         32.262727	                 0	        0.19541495	                 0	               323	              12.8	          2.348345	              2432	          2432.624	         10.451654	                 0	                 0	                 0
	          10.87959	         32.273603	                 0	        0.19843273	                 0	               323	              12.8	         2.3473464	              2433	          2433.624	         10.452653	                 0	                 0	                 0
	         10.887276	         32.284488	                 0	        0.19610916	                 0	               323	              12.8	         2.3463585	              2434	          2434.624	         10.453641	                 0	                 0	                 0
	         11.092155	         32.295411	                 0	        0.83987073	                 0	               323	              12.8	          2.343993	              2435	          2435.624	         10.456001	                 0	                 0	                 0
	         12.069475	         32.306988	                 0	                 1	                 0	               323	              12.8	         2.3370413	              2436	          2436.624	         10.462951	                 0	                 0	                 0
	         13.018994	         32.319536	                 0	                 1	                 0	               323	              12.8	         2.3295289	              2437	          2437.624	         10.470463	                 0	                 0	                 0
	          13.91991	         32.333009	                 0	                 1	                 0	               324	              12.8	         2.3214794	              2438	          2438.624	         10.478512	                 0	                 0	                 0
	         14.471404	         32.347306	                 0	                 0	                 0	               324	              12.8	         2.3157667	              2439	          2439.624	         10.484234	                 0	                 0	                 0
	         12.622131	         32.361233	        0.22023394	                 0	                 0	               323	              12.8	         2.3162245	              2440	          2440.624	         10.483776	                 0	                 0	                 0
	         10.739586	         32.372785	       0.087169831	                 0	                 0	               323	              12.8	         2.3165854	              2441	          2441.624	         10.483415	                 0	                 0	                 0
	         9.9086929	          32.38303	                 0	                 0	                 0	               323	              12.8	         2.3168961	              2442	          2442.624	         10.483104	                 0	                 0	                 0
	         9.5512576	          32.39273	                 0	         0.2748792	                 0	               323	              12.8	         2.3165177	              2443	          2443.624	         10.483481	                 0	                 0	                 0
	         9.9364824	         32.402378	                 0	                 1	                 0	               323	              12.8	         2.3121781	              2444	          2444.624	         10.487816	                 0	                 0	                 0
	         10.653579	         32.412675	                 0	                 1	                 0	               323	              12.8	         2.3060082	              2445	          2445.624	         10.493985	                 0	                 0	                 0
	         11.348186	         32.423677	                 0	                 1	                 0	               323	              12.8	         2.2994332	              2446	          2446.624	          10.50056	                 0	                 0	                 0
	         12.020963	         32.435363	                 0	                 1	                 0	               323	              12.8	         2.2924606	              2447	          2447.624	         10.507532	                 0	                 0	                 0
	         12.672979	         32.447712	                 0	                 1	                 0	               324	              12.8	         2.2850999	              2448	          2448.624	         10.514893	                 0	                 0	                 0
	         13.305071	         32.460702	                 0	                 1	                 0	               324	              12.8	         2.2773613	              2449	          2449.624	         10.522631	                 0	                 0	                 0
	         13.916798	         32.474314	                 0	                 1	                 0	               324	              12.8	         2.2692553	              2450	          2450.624	         10.530736	                 0	                 0	                 0
	         14.515866	         32.488531	                 0	                 1	                 0	               324	              12.8	         2.2607922	              2451	          2451.624	         10.539199	                 0	                 0	                 0
	         15.103919	         32.503342	                 0	                 1	                 0	               324	              12.8	         2.2519781	              2452	          2452.624	         10.548013	                 0	                 0	                 0
	         15.680435	         32.518734	                 0	                 1	                 0	               324	              12.8	         2.2428195	              2453	          2453.624	         10.557171	                 0	                 0	                 0
	         16.249763	           32.5347	                 0	                 1	                 0	               324	              12.8	         2.2333217	              2454	          2454.624	         10.566669	                 0	                 0	                 0
	         16.815137	         32.551232	                 0	                 1	                 0	               324	              12.8	         2.2234879	              2455	          2455.624	         10.576502	                 0	                 0	                 0
	         17.379936	         32.568329	                 0	                 1	                 0	               325	              12.8	         2.2133191	              2456	          2456.624	         10.586671	                 0	                 0	                 0
	         17.944451	         32.585991	                 0	                 1	                 0	               325	              12.8	          2.202815	              2457	          2457.624	         10.597174	                 0	                 0	                 0
	         18.518921	         32.604221	                 0	                 1	                 0	               325	              12.8	         2.1919737	              2458	          2458.624	         10.608015	                 0	                 0	                 0
	         19.107182	         32.623033	                 0	                 1	                 0	               325	              12.8	          2.180787	              2459	          2459.624	         10.619202	                 0	                 0	                 0
	         19.713257	         32.642441	                 0	                 1	                 0	               325	              12.8	         2.1692457	              2460	          2460.624	         10.630743	                 0	                 0	                 0
	         20.326854	         32.662461	                 0	                 1	                 0	               325	              12.8	         2.1575276	              2461	          2461.624	         10.642461	                 0	                 0	                 0
	         20.933533	         32.683092	                 0	                 1	                 0	               325	              12.8	         2.1458126	              2462	          2462.624	         10.654176	                 0	                 0	                 0
	         21.536566	         32.704327	                 0	                 1	                 0	               326	              12.8	         2.1340988	              2463	          2463.624	         10.665889	                 0	                 0	                 0
	         22.138094	         32.726164	                 0	                 1	                 0	               326	              12.8	         2.1223855	              2464	          2464.624	         10.677603	                 0	                 0	                 0
