Car.v,DistanceKm,Driver.Brake,Driver.Gas,Driver.GearNo,Fefficiency,FullBatteryCapacity,PT.BattHV.Energy,Time,Time.Global,UsedCapacity,Vhcl.Wind.vx,Vhcl.Wind.vy,Vhcl.Wind.vz,target
5.5553922,0.24915539,0.0,0.17153562,0,14555,12,8.3733468,48,48.624,3.6266528,0,0,0,40.163685
5.5551514,0.25471068,0.0,0.17176922,0,14239,12,8.3729296,49,49.624,3.62707,0,0,0,40.163685
5.5538052,0.26026533,0.0,0.17288795,0,13937,12,8.3725097,50,50.624,3.6274899,0,0,0,40.163685
5.5531897,0.26581845,0.0,0.17404551,0,13648,12,8.3720843,51,51.624,3.6279153,0,0,0,40.163685
5.5567434,0.27137328,0.0,0.17243838,0,13370,12,8.3716623,52,52.624,3.6283373,0,0,0,40.163685
5.5586786,0.27693128,0.0,0.17080257,0,13103,12,8.371247,53,53.624,3.6287525,0,0,0,40.163685
5.5615263,0.28249101,0.0,0.16812776,0,12846,12,8.3708385,54,54.624,3.6291611,0,0,0,40.163685
5.5643157,0.28805432,0.0,0.16426772,0,12600,12,8.3704439,55,55.624,3.6295557,0,0,0,40.163685
5.5611563,0.29361757,0.0,0.16354371,0,12362,12,8.3700556,56,56.624,3.629944,0,0,0,40.163685
5.5521961,0.29917468,0.0,0.1674963,0,12134,12,8.3696585,57,57.624,3.6303411,0,0,0,40.163685
5.5393244,0.30472067,0.0,0.17715254,0,11915,12,8.3692335,58,58.624,3.6307661,0,0,0,40.163685
5.5250882,0.31025286,0.0,0.19215888,0,11704,12,8.3687614,59,59.624,3.6312381,0,0,0,40.163685
5.5132242,0.31577166,0.0,0.21055814,0,11501,12,8.3682283,60,60.624,3.6317711,0,0,0,40.163685
5.5738653,0.32129439,0.0,0.4504729,0,11306,12,8.3672546,61,61.624,3.632744,0,0,0,40.163685
6.2783343,0.32715744,0.0,1.0,0,11114,12,8.3638319,62,62.624,3.6361641,0,0,0,40.163685
7.1936102,0.33389495,0.0,1.0,0,10902,12,8.3596259,63,63.624,3.6403696,0,0,0,40.163685
8.0838683,0.34153542,0.0,1.0,0,10672,12,8.3549054,64,64.624,3.6450896,0,0,0,40.163685
8.9471609,0.35005282,0.0,1.0,0,10427,12,8.3496781,65,65.624,3.6503165,0,0,0,40.163685
9.7820152,0.35941941,0.0,1.0,0,10172,12,8.3439564,66,66.624,3.6560377,0,0,0,40.163685
10.587462,0.36960622,0.0,1.0,0,9908,12,8.3377553,67,67.624,3.6622382,0,0,0,40.163685
11.363016,0.38058357,0.0,1.0,0,9640,12,8.3310915,68,68.624,3.6689016,0,0,0,40.163685
12.108717,0.39232153,0.0,1.0,0,9369,12,8.3239819,69,69.624,3.6760107,0,0,0,40.163685
12.825133,0.40479051,0.0,1.0,0,9099,12,8.3164438,70,70.624,3.6835484,0,0,0,40.163685
13.51333,0.41796169,0.0,1.0,0,8832,12,8.3084939,71,71.624,3.6914979,0,0,0,40.163685
14.174857,0.4318076,0.0,1.0,0,8568,12,8.3001482,72,72.624,3.6998433,0,0,0,40.163685
14.811724,0.44630253,0.0,1.0,0,8309,12,8.2914216,73,73.624,3.7085695,0,0,0,40.163685
15.426374,0.46142301,0.0,1.0,0,8056,12,8.2823276,74,74.624,3.7176632,0,0,0,40.163685
16.021403,0.47714809,0.0,1.0,0,7811,12,8.272878,75,75.624,3.7271124,0,0,0,40.163685
16.580815,0.49344998,0.0,1.0,0,7572,12,8.2632594,76,76.624,3.7367306,0,0,0,40.163685
17.101283,0.51030796,0.0,0.82177952,0,7340,12,8.2539934,77,77.624,3.745999,0,0,0,40.163685
17.375109,0.52754118,0.0,0.80966629,0,7115,12,8.2463037,78,78.624,3.7536879,0,0,0,40.163685
17.706935,0.54508217,0.0,0.81034688,0,6901,12,8.2378508,79,79.624,3.7621409,0,0,0,40.163685
17.984227,0.56293584,0.0,0.72888415,0,6697,12,8.2299775,80,80.624,3.7700151,0,0,0,40.163685
18.149537,0.58101228,0.0,0.62887144,0,6500,12,8.2231743,81,81.624,3.7768193,0,0,0,40.163685
18.21214,0.59920036,0.0,0.54638615,0,6312,12,8.2173585,82,82.624,3.782636,0,0,0,40.163685
18.194873,0.61740972,0.0,0.47555669,0,6134,12,8.2124048,83,83.624,3.7875905,0,0,0,40.163685
18.137782,0.63557692,0.0,0.44828466,0,5966,12,8.2079111,84,84.624,3.7920845,0,0,0,40.163685
18.095354,0.65369101,0.0,0.44887652,0,5807,12,8.2034484,85,85.624,3.7965472,0,0,0,40.163685
18.023662,0.67176549,0.0,0.26053451,0,5656,12,8.2000314,86,86.624,3.7999671,0,0,0,40.163685
17.558907,0.68958203,0.043561967,0.0,0,5509,12,8.2006995,87,87.624,3.7993012,0,0,0,40.163685
15.363501,0.70615883,0.16570737,0.0,0,5379,12,8.201257,88,88.624,3.7987435,0,0,0,40.163685
13.308281,0.720434,0.10349395,0.0,0,5272,12,8.2017045,89,89.624,3.7982959,0,0,0,40.163685
12.208501,0.73310465,0.017423584,0.0,0,5180,12,8.2020891,90,90.624,3.7979113,0,0,0,40.163685
11.789512,0.74508484,0.0,0.009496703,0,5096,12,8.202429,91,91.624,3.7975713,0,0,0,40.163685
11.550735,0.75673645,0.0,0.164065,0,5019,12,8.2019037,92,92.624,3.7980954,0,0,0,40.163685
11.495945,0.7682482,0.0,0.25729692,0,4945,12,8.2005315,93,93.624,3.799467,0,0,0,40.163685
11.539119,0.77976073,0.0,0.28658279,0,4874,12,8.1988334,94,94.624,3.8011649,0,0,0,40.163685
11.615024,0.79133692,0.0,0.27523952,0,4805,12,8.1971537,95,95.624,3.8028447,0,0,0,40.163685
11.685377,0.80298853,0.0,0.24167478,0,4737,12,8.1956903,96,96.624,3.8043084,0,0,0,40.163685
11.733934,0.81470028,0.0,0.20103268,0,4671,12,8.194519,97,97.624,3.80548,0,0,0,40.163685
11.757383,0.82644788,0.0,0.1619825,0,4605,12,8.1936459,98,98.624,3.8063533,0,0,0,40.163685
11.760981,0.83820838,0.0,0.12949737,0,4541,12,8.1930278,99,99.624,3.8069716,0,0,0,40.163685
11.753008,0.849966,0.0,0.10425504,0,4479,12,8.192609,100,100.624,3.8073906,0,0,0,40.163685
11.741016,0.8617131,0.0,0.084725522,0,4418,12,8.1923421,101,101.624,3.8076577,0,0,0,40.163685
11.730109,0.87344844,0.0,0.068606045,0,4359,12,8.1921967,102,102.624,3.8078032,0,0,0,40.163685
11.722684,0.88517451,0.0,0.053816929,0,4301,12,8.1921593,103,103.624,3.8078407,0,0,0,40.163685
11.719066,0.89689509,0.0,0.038995974,0,4245,12,8.1922231,104,104.624,3.807777,0,0,0,40.163685
11.718413,0.90861364,0.0,0.023439306,0,4190,12,8.1923866,105,105.624,3.8076136,0,0,0,40.163685
11.719434,0.92033247,0.0,0.006996786,0,4136,12,8.1926566,106,106.624,3.8073437,0,0,0,40.163685
11.724557,0.93205338,0.000779761,0.0,0,4084,12,8.1930033,107,107.624,3.8069971,0,0,0,40.163685
11.708977,0.94377266,0.005297048,0.0,0,4033,12,8.1933458,108,108.624,3.8066545,0,0,0,40.163685
11.702733,0.95547549,0.004656312,0.0,0,3983,12,8.193686,109,109.624,3.8063143,0,0,0,40.163685
11.70778,0.96718103,0.006900616,0.0,0,3935,12,8.1940252,110,110.624,3.8059751,0,0,0,40.163685
11.710241,0.97889019,0.009008368,0.0,0,3887,12,8.1943639,111,111.624,3.8056364,0,0,0,40.163685
11.711398,0.9906011,0.010979689,0.0,0,3841,12,8.1947023,112,112.624,3.8052981,0,0,0,40.163685
11.711576,1.0023126,0.012660425,0.0,0,3796,12,8.1950404,113,113.624,3.8049599,0,0,0,40.163685
11.711185,1.0140241,0.014035778,0.0,0,3752,12,8.1953784,114,114.624,3.8046219,0,0,0,40.163685
11.710478,1.0257349,0.015113315,0.0,0,3708,12,8.1957163,115,115.624,3.804284,0,0,0,40.163685
11.709571,1.037445,0.015893346,0.0,0,3666,12,8.1960541,116,116.624,3.8039463,0,0,0,40.163685
11.708519,1.049154,0.016371992,0.0,0,3625,12,8.1963918,117,117.624,3.8036085,0,0,0,40.163685
11.707361,1.060862,0.016547019,0.0,0,3585,12,8.1967294,118,118.624,3.8032709,0,0,0,40.163685
11.706104,1.0725687,0.016423161,0.0,0,3545,12,8.197067,119,119.624,3.8029333,0,0,0,40.163685
11.704742,1.0842742,0.015988809,0.0,0,3507,12,8.1974045,120,120.624,3.8025958,0,0,0,40.163685
11.703573,1.0959783,0.015257459,0.0,0,3469,12,8.1977419,121,121.624,3.8022584,0,0,0,40.163685
11.702724,1.1076814,0.014225148,0.0,0,3432,12,8.1980793,122,122.624,3.801921,0,0,0,40.163685
11.701826,1.1193837,0.012842669,0.0,0,3396,12,8.1984166,123,123.624,3.8015837,0,0,0,40.163685
11.700904,1.131085,0.011127709,0.0,0,3360,12,8.1987539,124,124.624,3.8012464,0,0,0,40.163685
11.700107,1.1427855,0.009247288,0.0,0,3326,12,8.1990912,125,125.624,3.8009091,0,0,0,40.163685
11.696499,1.1544851,0.010662952,0.0,0,3292,12,8.1994285,126,126.624,3.8005719,0,0,0,40.163685
11.478792,1.1661063,0.035163448,0.0,0,3258,12,8.1997617,127,127.624,3.8002386,0,0,0,40.163685
11.247554,1.1774529,0.014545459,0.0,0,3227,12,8.200087,128,128.624,3.7999133,0,0,0,40.163685
11.167463,1.1886524,0.003431984,0.0,0,3196,12,8.2004091,129,129.624,3.7995912,0,0,0,40.163685
11.140791,1.1998055,0.0,0.0,0,3166,12,8.2007304,130,130.624,3.7992699,0,0,0,40.163685
11.104431,1.2109284,0.0,0.024403559,0,3137,12,8.2009561,131,131.624,3.7990441,0,0,0,40.163685
11.074774,1.2220171,0.0,0.058889337,0,3108,12,8.2009577,132,132.624,3.7990422,0,0,0,40.163685
11.057582,1.2330821,0.0,0.093719402,0,3081,12,8.2007186,133,133.624,3.799281,0,0,0,40.163685
11.054228,1.244137,0.0,0.12464028,0,3054,12,8.200255,134,134.624,3.7997444,0,0,0,40.163685
11.061345,1.2551941,0.0,0.14945666,0,3027,12,8.1996077,135,135.624,3.8003916,0,0,0,40.163685
11.074066,1.2662615,0.0,0.16790736,0,3001,12,8.198822,136,136.624,3.8011772,0,0,0,40.163685
11.088166,1.2773427,0.0,0.18103166,0,2976,12,8.1979374,137,137.624,3.8020617,0,0,0,40.163685
11.101014,1.2884374,0.0,0.1902052,0,2951,12,8.1969836,138,138.624,3.8030155,0,0,0,40.163685
11.111603,1.2995439,0.0,0.19656783,0,2927,12,8.1959818,139,139.624,3.8040172,0,0,0,40.163685
11.120067,1.3106599,0.0,0.20079231,0,2903,12,8.1949478,140,140.624,3.8050512,0,0,0,40.163685
11.268981,1.3218028,0.0,0.7597714,0,2880,12,8.1921736,141,141.624,3.8078206,0,0,0,40.163685
12.226797,1.3335382,0.0,1.0,0,2861,12,8.1846843,142,142.624,3.8153082,0,0,0,40.163685
13.208662,1.3462557,0.0,1.0,0,2839,12,8.1768789,143,143.624,3.823113,0,0,0,40.163685
14.188605,1.3599538,0.0,1.0,0,2817,12,8.168528,144,144.624,3.8314634,0,0,0,40.163685
15.173154,1.3746336,0.0,1.0,0,2793,12,8.1596132,145,145.624,3.8403776,0,0,0,40.163685
16.164463,1.3903011,0.0,1.0,0,2769,12,8.1501211,146,146.624,3.8498691,0,0,0,40.163685
17.167572,1.4069668,0.0,0.96601938,0,2743,12,8.1401671,147,147.624,3.8598231,0,0,0,40.163685
18.008265,1.4245797,0.0,0.69867499,0,2715,12,8.1320468,148,148.624,3.8679464,0,0,0,40.163685
18.542004,1.4428773,0.0,0.45834575,0,2684,12,8.1268123,149,149.624,3.8731833,0,0,0,40.163685
18.873403,1.4615969,0.0,0.31531387,0,2652,12,8.1232973,150,150.624,3.8767001,0,0,0,40.163685
18.883958,1.4805127,0.0,0.0,0,2618,12,8.1234323,151,151.624,3.8765684,0,0,0,40.163685
18.497616,1.4992515,0.03178276,0.0,0,2585,12,8.1240996,152,152.624,3.875901,0,0,0,40.163685
18.187584,1.5175655,0.000167097,0.0,0,2553,12,8.1246943,153,153.624,3.8753063,0,0,0,40.163685
18.030477,1.5356739,0.0,0.033242581,0,2523,12,8.1251049,154,154.624,3.8748952,0,0,0,40.163685
17.925931,1.5536464,0.0,0.12406498,0,2494,12,8.1245623,155,155.624,3.8754367,0,0,0,40.163685
17.879778,1.5715454,0.0,0.20695811,0,2466,12,8.1230358,156,156.624,3.8769623,0,0,0,40.163685
17.868432,1.5894175,0.0,0.28009719,0,2440,12,8.1206538,157,157.624,3.8793435,0,0,0,40.163685
17.877177,1.6072887,0.0,0.34201088,0,2415,12,8.1175372,158,158.624,3.8824594,0,0,0,40.163685
17.903939,1.6251779,0.0,0.38681199,0,2391,12,8.1138622,159,159.624,3.886134,0,0,0,40.163685
17.943283,1.6431008,0.0,0.41210833,0,2367,12,8.1098437,160,160.624,3.8901522,0,0,0,40.163685
17.988122,1.6610663,0.0,0.41881319,0,2344,12,8.1056957,161,161.624,3.8943002,0,0,0,40.163685
18.035787,1.6790779,0.0,0.40906501,0,2321,12,8.1016065,162,162.624,3.8983895,0,0,0,40.163685
18.082043,1.6971372,0.0,0.38319718,0,2299,12,8.0977666,163,163.624,3.9022297,0,0,0,40.163685
18.125832,1.7152411,0.0,0.3433907,0,2277,12,8.0943345,164,164.624,3.9056623,0,0,0,40.163685
18.165943,1.733388,0.0,0.29101599,0,2254,12,8.091468,165,165.624,3.9085294,0,0,0,40.163685
18.185176,1.7515657,0.0,0.23928798,0,2232,12,8.0892098,166,166.624,3.9107882,0,0,0,40.163685
18.177568,1.7697493,0.0,0.20013998,0,2210,12,8.0874456,167,167.624,3.9125528,0,0,0,40.163685
18.147183,1.7879136,0.0,0.16179125,0,2189,12,8.0860318,168,168.624,3.9139673,0,0,0,40.163685
17.891719,1.805967,0.10621017,0.0,0,2166,12,8.0866436,169,169.624,3.9133569,0,0,0,40.163685
15.730529,1.8227826,0.096247078,0.0,0,2146,12,8.0871599,170,170.624,3.9128406,0,0,0,40.163685
15.011128,1.8380618,0.0,0.0,0,2128,12,8.0876201,171,171.624,3.9123803,0,0,0,40.163685
14.706096,1.8529129,0.0,0.074582086,0,2111,12,8.0877505,172,172.624,3.9122491,0,0,0,40.163685
14.561497,1.8675322,0.0,0.21349126,0,2095,12,8.0865769,173,173.624,3.9134215,0,0,0,40.163685
14.613865,1.8820985,0.0,0.40889073,0,2080,12,8.0838797,174,174.624,3.9161167,0,0,0,40.163685
15.088621,1.8968973,0.0,0.89655858,0,2067,12,8.0774562,175,175.624,3.9225348,0,0,0,40.163685
16.043893,1.9124583,0.0,1.0,0,2056,12,8.0677545,176,176.624,3.9322357,0,0,0,40.163685
17.004898,1.9289831,0.0,0.99277928,0,2043,12,8.0577069,177,177.624,3.942283,0,0,0,40.163685
17.835741,1.9464264,0.0,0.77605226,0,2029,12,8.0488248,178,178.624,3.9511675,0,0,0,40.163685
18.327079,1.9645377,0.0,0.48933591,0,2014,12,8.0430138,179,179.624,3.9569816,0,0,0,40.163685
18.494274,1.9829714,0.0,0.26666657,0,1996,12,8.0400233,180,180.624,3.9599746,0,0,0,40.163685
18.445678,2.001454,0.0,0.14295483,0,1979,12,8.0387938,181,181.624,3.9612053,0,0,0,40.163685
18.302006,2.0198314,0.0,0.10916143,0,1961,12,8.0381936,182,182.624,3.9618059,0,0,0,40.163685
18.150875,2.0380562,0.0,0.13007801,0,1944,12,8.0374599,183,183.624,3.9625392,0,0,0,40.163685
18.038449,2.0561466,0.0,0.17846366,0,1927,12,8.0362064,184,184.624,3.9637921,0,0,0,40.163685
17.979049,2.074151,0.0,0.22787292,0,1911,12,8.0343614,185,185.624,3.9656365,0,0,0,40.163685
17.966028,2.0921203,0.0,0.26387295,0,1896,12,8.0320543,186,186.624,3.9679433,0,0,0,40.163685
17.982632,2.110093,0.0,0.28287897,0,1881,12,8.029479,187,187.624,3.9705184,0,0,0,40.163685
18.010036,2.128089,0.0,0.288453,0,1867,12,8.0268049,188,188.624,3.9731924,0,0,0,40.163685
18.038981,2.1461135,0.0,0.28436117,0,1852,12,8.0241513,189,189.624,3.9758461,0,0,0,40.163685
17.99471,2.1641538,0.0,0.017181884,0,1837,12,8.022893,190,190.624,3.9771085,0,0,0,40.163685
16.936512,2.1818677,0.22384034,0.0,0,1822,12,8.0235169,191,191.624,3.9764836,0,0,0,40.163685
14.86663,2.1976454,0.10489246,0.0,0,1809,12,8.024003,192,192.624,3.9759975,0,0,0,40.163685
13.715114,2.2118922,0.058275676,0.0,0,1797,12,8.0244298,193,193.624,3.9755706,0,0,0,40.163685
12.954492,2.2252039,0.033742703,0.0,0,1786,12,8.0248211,194,194.624,3.9751792,0,0,0,40.163685
12.073827,2.237789,0.061794803,0.0,0,1776,12,8.0251847,195,195.624,3.9748157,0,0,0,40.163685
11.505926,2.2495186,0.0,0.0,0,1766,12,8.025523,196,196.624,3.9744774,0,0,0,40.163685
11.321509,2.2609149,0.0,0.17263314,0,1758,12,8.0252209,197,197.624,3.9747781,0,0,0,40.163685
11.410974,2.2722609,0.0,0.34272797,0,1750,12,8.0233315,198,198.624,3.9766663,0,0,0,40.163685
11.621462,2.2837759,0.0,0.34337775,0,1742,12,8.0210181,199,199.624,3.9789799,0,0,0,40.163685
11.681766,2.2954485,0.0,0.14475558,0,1733,12,8.0199679,200,200.624,3.9800316,0,0,0,40.163685
11.546446,2.3070735,0.0,0.062917189,0,1725,12,8.0198288,201,201.624,3.9801712,0,0,0,40.163685
11.34135,2.3185189,0.0,0.079052705,0,1716,12,8.0197325,202,202.624,3.9802673,0,0,0,40.163685
11.158991,2.3297645,0.0,0.15264452,0,1708,12,8.0191976,203,203.624,3.9808017,0,0,0,40.163685
11.054567,2.3408637,0.0,0.25137159,0,1701,12,8.0179866,204,204.624,3.9820119,0,0,0,40.163685
11.030247,2.3519006,0.0,0.32995814,0,1693,12,8.0161769,205,205.624,3.9838212,0,0,0,40.163685
11.056137,2.3629409,0.0,0.38112049,0,1686,12,8.0139581,206,206.624,3.9860395,0,0,0,40.163685
11.102069,2.3740194,0.0,0.4092315,0,1680,12,8.0115007,207,207.624,3.9884968,0,0,0,40.163685
11.155772,2.3851475,0.0,0.43681612,0,1673,12,8.0088456,208,208.624,3.9911517,0,0,0,40.163685
11.208518,2.3963304,0.0,0.44788878,0,1666,12,8.0060745,209,209.624,3.9939227,0,0,0,40.163685
11.237453,2.4075571,0.0,0.43209963,0,1660,12,8.0033504,210,210.624,3.9966469,0,0,0,40.163685
11.22693,2.4187917,0.0,0.42432392,0,1653,12,8.0007308,211,211.624,3.9992666,0,0,0,40.163685
11.198341,2.4300051,0.0,0.43125824,0,1646,12,7.9980955,212,212.624,4.0019019,0,0,0,40.163685
11.169472,2.4411884,0.0,0.44842471,0,1640,12,7.9953609,213,213.624,4.0046364,0,0,0,40.163685
11.150524,2.4523474,0.0,0.46875406,0,1634,12,7.9924895,214,214.624,4.0075076,0,0,0,40.163685
11.143728,2.4634936,0.0,0.48694558,0,1627,12,7.989486,215,215.624,4.010511,0,0,0,40.163685
11.14219,2.474637,0.0,0.49157651,0,1621,12,7.9864162,216,216.624,4.0135808,0,0,0,40.163685
11.134299,2.4857756,0.0,0.49385602,0,1615,12,7.9833433,217,217.624,4.0166536,0,0,0,40.163685
11.124914,2.4969051,0.0,0.4997499,0,1609,12,7.9802393,218,218.624,4.0197576,0,0,0,40.163685
11.118782,2.5080266,0.0,0.50666588,0,1604,12,7.9770896,219,219.624,4.0229072,0,0,0,40.163685
11.117245,2.5191443,0.0,0.51125854,0,1598,12,7.9739002,220,220.624,4.0260966,0,0,0,40.163685
11.116426,2.5302611,0.0,0.51166352,0,1592,12,7.9707056,221,221.624,4.0292913,0,0,0,40.163685
11.116132,2.5413773,0.0,0.51172686,0,1586,12,7.96751,222,222.624,4.0324868,0,0,0,40.163685
11.116959,2.5524938,0.0,0.51068274,0,1581,12,7.9643199,223,223.624,4.0356769,0,0,0,40.163685
11.119064,2.5636117,0.0,0.50836722,0,1575,12,7.9611436,224,224.624,4.0388532,0,0,0,40.163685
11.121688,2.5747321,0.0,0.50272202,0,1569,12,7.9579973,225,225.624,4.0419996,0,0,0,40.163685
11.121321,2.5858539,0.0,0.4940258,0,1564,12,7.9549107,226,226.624,4.0450862,0,0,0,40.163685
11.119017,2.5969741,0.0,0.48619741,0,1558,12,7.9518815,227,227.624,4.0481155,0,0,0,40.163685
11.117162,2.6080921,0.0,0.47859208,0,1553,12,7.9489063,228,228.624,4.0510908,0,0,0,40.163685
11.117232,2.6192091,0.0,0.4703027,0,1547,12,7.9459871,229,229.624,4.05401,0,0,0,40.163685
11.119547,2.6303273,0.0,0.46037295,0,1542,12,7.9431332,230,230.624,4.056864,0,0,0,40.163685
11.123416,2.6414487,0.0,0.44813101,0,1536,12,7.9403595,231,231.624,4.0596378,0,0,0,40.163685
11.127835,2.6525743,0.0,0.43352699,0,1531,12,7.9376825,232,232.624,4.0623149,0,0,0,40.163685
11.131678,2.6637042,0.0,0.41653569,0,1526,12,7.9351194,233,233.624,4.0648781,0,0,0,40.163685
11.133553,2.674837,0.0,0.39817602,0,1520,12,7.9326825,234,234.624,4.0673151,0,0,0,40.163685
11.132769,2.6859704,0.0,0.37959511,0,1515,12,7.9303759,235,235.624,4.0696219,0,0,0,40.163685
11.129734,2.6971018,0.0,0.3610014,0,1509,12,7.9281989,236,236.624,4.071799,0,0,0,40.163685
11.124599,2.7082292,0.0,0.342339,0,1504,12,7.9261529,237,237.624,4.0738451,0,0,0,40.163685
11.11767,2.7193505,0.0,0.32355643,0,1498,12,7.9242385,238,238.624,4.0757596,0,0,0,40.163685
11.109425,2.7304641,0.0,0.30519604,0,1493,12,7.9224541,239,239.624,4.0775441,0,0,0,40.163685
11.100986,2.7415692,0.0,0.28751605,0,1487,12,7.9207951,240,240.624,4.0792033,0,0,0,40.163685
11.093648,2.7526664,0.0,0.27053073,0,1482,12,7.9192558,241,241.624,4.0807427,0,0,0,40.163685
